text,sentiment
RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,Negative
This is getting boring. Someone bring up the gays or harpoon @ChrisChristie or something. #GOPDebate,Negative
"RT @TheMurdochTimes: OK, sure. @RupertMurdoch: ""Scott Walker will be an interesting candidate."" #GOPDebate #US2016 https://t.co/QRBQCMeBuF",Positive
RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,Negative
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
"RT @thefallen29: You earned ""Jeb""? Didn't know that was a title. #GOPDebate #lolgop",Negative
"Biggest losers in the #GOPDebate were @megynkelly and Chris Wallace. Cynical, arrogant, condescending game-show hosts.",Negative
Gov @ScottWalker gave a succinct and excellent answer to respond to putin. #GOPDebates,Positive
@AnnStokes55 @FoxNews @cruzcrew He's too Conservative. They can't let him talk. Stupid #GOPdebates,Negative
RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,Negative
"""I'll be my best to do that"" #GOPDebates",Positive
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
The more I read that Trump lost the #GOPDebate. the more I'm convinced that his poll numbers are only going up.,Positive
GOP Debate last night was interesting! I'm super exciting to see where things go from here as we get closer to 2016. #GOPDebate,Positive
I'm happy Carson was fast &amp; sure. He is relaxed sometimes.   #GOPDebates,Positive
The clear winners in #GOPDebate were @SenTedCruz and @CarlyFiorina and that is a powerful combo I could support.,Positive
"#TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",Positive
It sure was. #Huckabee delivered his message well.  #ImWithHuck #GOPDebate #th2016 #ccot #tcot #teaparty #pjnet https://t.co/DwPzCZZrRL,Positive
"RT @GovMikeHuckabee: .@FredBarnes, @weeklystandard: ""Mike Huckabee was the star of the Luntz focus group show. When he spoke, the feedback …",Positive
@GovMikeHuckabee stopping by to talk with @fox8news today. Tune in @ noon to hear what he has to say about #GOPDebate http://t.co/F9291V7Jgp,Positive
"@CarlyFiorina Just donated $9.  Rock on, Carly! #GOPDebate #Cleveland",Positive
RT @CalebBonham: @RandPaul's shut down of @ChrisChristie will go down as one of the best lines in debate history #GOPDebate,Positive
RT @SS_Howell: THIS #FeelTheBern #Bernie2016 #DebateWithBernie #GOPDebate As a veteran I believe military budget should be slashed https://…,Positive
RT @PatriotJackiB: @MichaelvdGalien @LWilsonDarlene That was fear. They tried to shut @tedcruz out in the #GOPDebate but his message was he…,Positive
Why don't you just call this the Bush interview? @megynkelly  #GOPDebates #tcot,Negative
"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",Positive
Carly knows the leaders and issues in the middle east.  #GOPDebates,Positive
RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…,Positive
"RT @lybr3: Stupid cons saying #Trump #GOPDebate comments fuel #WarOnWomen rhetoric. Yeah, b/c libs needed a reason 2 use that baseless accu…",Negative
Reguardless of your political stances I hope you took time to see the #GOPDebate I LOVE seeing genuine interest in U.S. politics.,Positive
"@realDonaldTrump You need to shut up, sit down, and close your Twitter account. The more you speak, the worse it gets. #bimbo #GOPDebate",Negative
"The #GOPDebate was terrifying. All I can say is, @SenSanders 2016. #Bernie #BernieSanders #Bernie2016 #FeelTheBern http://t.co/K8FKh4pNjr",Negative
"RT @jamiaw: Carson getting in some zingers at the end. Not riding for him at ALL, but I'll give him credit for being a medical trailblazer.…",Positive
Does ANYONE think #BenCarson could repeat that strange #answer?! #Sheesh! #GOPDebate #GOPDebates,Negative
The #GOPDebates Showed How Fox News Enforces Republican Orthodoxy #partyvoice # http://t.co/rT96USI2NK,Negative
Could @FoxNews be any more blatant about their dislike for @realDonaldTrump? I dislike him BUT this was an uneven playing field.#GOPDebate,Negative
"while pro-life nonsense @ the #GOPDebate was not amusing, the notion that #jizzisaperson, could only come from alpha asshat @GovMikeHuckabee",Negative
"Best ""reality"" show on earth #GOPDebate",Positive
@BruceBartlett @JesseLaGreca  #GOPDebates were definitely biased. Too civilized...except for #Trump2016,Positive
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
RT @MelissaFwu: Kicking off our #GOPDebates Watch Party with @scarlett_0hara #LeadRight2016 http://t.co/FCmSZqX77R,Positive
"I didn't expect Chris Wallace(D) to be the 2nd worst partisan pontificating asshole ""moderating"" #GOPDebate @megynkelly",Negative
RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,Negative
"Curious, did @JudahWorldChamp coach @realDonaldTrump for last nights debate? #theSwaggerLookedFamiliar #GOPDebate #Comedy",Negative
Republicans admit science is real. Why is this even news?!! #GOPDebate,Negative
RT @davidgaliel: An Informed Voter Attends The #GOPDebates http://t.co/DIS7aq3r6j,Negative
"RT @PaulRieckhoff: Pathetic mention of veterans tonight. Pathetic. About the same number of mentions as mailmen. Tonight at #GOPDebate, we …",Negative
RT @tedcruz: A little #GOPDebate prep with my two best advisers. #CruzCrew http://t.co/nICXayCSI4 http://t.co/fA4EQQhFW1,Positive
Does @realDonaldTrump believe he's gonna win republican women support by attaching @megynkelly ? #GOPDebate,Negative
@ChrisChristie You are making me even more proud of New Jersey!#GOPDEBATES,Positive
RT @NeilMackay: The crowd just cheered for waterboarding at the #GOPDebate ... So I think I'll go to bed rather than kick my telly in,Negative
RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
"RT @k_mcq: It’s embarrassing that a brilliant, stunning woman like Megyn Kelly uses SJW, feminist propaganda to attack Republicans. #GOPDeb…",Negative
As lies go--Trump's hair was the smallest. #GOPDebate,Negative
RT @BethBehrs: Classy. #GOPDebates  https://t.co/pZpyl1rdU6,Positive
RT @chooseliferacer: #GOPDebate Never lose focus on the truly important issues #DefundPP &amp; #PraytoEndAbortion http://t.co/OxIoW3YjS4,Positive
"RT @AmyMek: The ONLY way @realDonaldTrump will ever be treated fairly by the media -&gt; 

#GOPDebate http://t.co/5wYduo9v2K",Negative
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Positive
"RT @SupermanHotMale: Dear Fox News, here is my closing argument, None of the Gop candidates said anything to help the suffering of women or…",Negative
Political junkies are worse than football fans. One poor debate and suddenly that guy isn't going to the Super Bowl. #GOPDebate,Negative
New post! http://t.co/i1LPjGgehD @marcorubio shines #GOPDebate #trump #bush #carson #fiorina #FoxNews,Positive
RT @YoungBLKRepub: When the #GOPDebate is more exciting than anything else on tv in the past 10 years....,Positive
I have a serious #GOPDebate hangover today.,Negative
"Cruz has class &amp; truth, that gets my vote! #GOPDebate",Positive
"""Donald Trump just gave a master class on how to get away with sexism"" #GOPDebate

http://t.co/FWrq8mkzTb",Negative
"RT @kharyp: When #HillaryClinton calls men ""Fat Pigs, Dogs, Slobs, And Disgusting Animals’ get back to me! #GOPDebate https://t.co/jL4MxQ2J…",Negative
#GOP2016debate #GOPDebate #GOPDebates #Trump2016 #Trump2016 Trump has the GOP scared.  They don't control him.  He talks about needed issues,Positive
#gopdebates @Govmikehuckabee Have you no shame? U ever gone back  looked at the words you learned at seminary u know not bear false witness,Negative
I like him for that slam #Trump #GOPDebates https://t.co/Df1aEfuVGj,Positive
RT @PunkHistory: Congratulations to anyone who watched tonight's #GOPDebate and will respond tomorrow by starting a punk rock band.,Negative
"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",Positive
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Positive
RT @fritzisdead: Life begins after this debate ends. #GOPDebates,Negative
Would love to have seen it!   Seemed better than all these guys! #GOPdebates https://t.co/aawvUQqQRB,Positive
"RT @realDonaldTrump: ""@FrankLuntz: I'm getting a lot of @MegynKelly hatemail tonight. 😆 #GOPDebate"" She is totally overrated and angry. She…",Negative
"RT @abe_munoz: @RandPaul Had the least speaking time at the #GOPDebate,and still said more with fewer words. #StandWithRand",Positive
RT @kwrcrow: @realDonaldTrump hits it out of park on @FoxNews gotcha question on campaign donations. #GOPDebates,Positive
.@realDonaldTrump totally dominates @DRUDGE_REPORT and @TIME #GOPDebate polls #MakeAmericaGreatAgain @DanScavino http://t.co/i6pRS1OLJu,Positive
"RT @TruthTeamOne: The big winner of the #GOPDebate wasn't Scott Walker, it was Johnny Walker. http://t.co/QZOApiEkCy",Negative
"I loved it in the #GOPdebate when #ScottWalker asked rhetorically, ""How is Hillary Clinton going to lecture me?""",Positive
Huff Post is praising @megynkelly. That should tell you something. #GOPDebates @foxnewspolitics,Positive
"Jebby, the only people dividing this country are Republicans like you with your rhetoric and hate.  #GOPDebates",Negative
"RT @edstetzer: If @RealBenCarson continues to talk about tithing, and it catches on, every pastor in America will vote for him. #GOPDebate",Positive
#GOPDebate #GOPDebates Carly Fiorina won 1st round Marco Rubio led 2nd round,Positive
"RT @SupermanHotMale: This is why I don't watch Fox News, they're all assholes #GopDebates",Negative
"So many mentions of fetuses, almost no mentions for the people who carry them. #GOPDebate #AntiChoice",Negative
"RT @Samstwitch: Wow, everybody's tweeting about @FoxNews', @megynkelly's bad treatment of @realDonaldTrump and #GOPDebates!  Agreed!",Negative
Paul is the devil.... #GOPDebates I'm scared if he wins.,Negative
"RT @RedStateJake: Hey @FoxNews - keep that degenerate @DWStweets FAR away from ANY #GOPDebate.

#tcot #ccot #ycot #tlot 
#PJNET #icon http:…",Negative
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
Have a little too much fun #lastnight watching #GOPDebate? Come nurse your post-night woes with some nice Pastrami or a #knish. #kosher,Positive
RT @ConcernedVets: Thank you @marcorubio for highlighting the critical issues facing veterans at tonight's #GOPDebate http://t.co/iD1ykmir33,Positive
RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,Negative
Jeb Bush and Rand Paul were the only ones to see their odds rise during the #GOPDebates though Bush's price was trimmed by the end.,Positive
RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,Negative
"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A",Positive
It's fascinating to see the post-post #GOPDebate analysis this morning. I'm wondering if all these commentators watched the same thing I did,Negative
"Best line of #GOPDebate was ""Immigration without assimilation is invasion."" Was that Gov Jindal?",Positive
Lmfao!!! @KingHilarities you'll find this very funny 😂😂😂😂😂😂 https://t.co/rHTbzSJKUe #GOPDebate #Republicandebate #Lmfao,Positive
"@tamronhall @newsnation my takeaway from last nights #GOPDebate is,it's all  #smokeandmirrors pseudo-#RealityTV .  #clowncar full of idiots",Negative
"RT @SupermanHotMale: Dear friends, it may seem like this is fun to me but I'm really mad about how Republicans treat people who can't affor…",Negative
#Carly2016 : @CarlyFiorina was 'dominant' winner of #GOPdebate night. @ChrisStirewalt http://t.co/72u0fGvb9J,Positive
Ok now #foxnews not allowing @tedcruz to rebut!!  So not happy right now #GOPDebates,Negative
RT @robyn_ravenclaw: Omg this is the best thing I've ever seen in my life 😂😂😂😂 #GOPDebate  https://t.co/sVFJCLmzlA,Positive
"RT @mercedesschlapp: In terms of substance, @JebBush dominates #GOPdebates",Positive
"RT @LessGovMoreFun: . ""The American People Want A President Who Will Tell The Truth"" --Sen. Ted Cruz
#GOPdebate
#PJNET
#CCOT http://t.co/wv…",Positive
RT @kesgardner: Trump is a lunatic. #GOPDebate,Negative
"This country is full of your so-called ""losers"" who vote ...... poor people, fat people, and idiots too.  
 @realDonaldTrump #GOPDebate",Negative
"RT @BuckSexton: You also get the sense that @CarlyFiorina is actually the competent executive that Hillary Clinton pretends to be, but neve…",Positive
RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
"#GOPDebate Dead-eyed Walker,Granny Bush,Oozy Cruz,I'm-a-Big-Boy Rubio,Curly Paul, Smarmy Uncle Huck (+VP wannabees: Kasich,Carson &amp;Christie)",Negative
"Wouldn't this be refreshing?
@tedcruz @RealBenCarson #GOPDebate  #ThinkBeforeYouVote #Stand #WillNeverLie  https://t.co/Vgz4knFXK7",Positive
RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,Negative
"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",Positive
"RT @Bipartisanism: Those saying ""don't worry, Trump will NEVER be elected"" need to remember we elected George Bush. Twice. #GOPDebate http:…",Negative
@greta @CarlyFiorina after last night @CarlyFiorina jumped to the top of my list! #GOPDebate #FOXNEWSDEBATE #Fiorina,Positive
@megynkelly deserves a big thank you. I'm glad someone asked tough questions--to ALL the candidates. #GOPDebate #GOP2016 #FoxDebate,Positive
RT@brianstelter Overnight #'s: #GOPDebate had a 16.0 household rating. (vs 5.3 in 2011/12) http://t.co/4IH7BTyeaZ http://t.co/e9FIG93k0i,Positive
"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",Positive
RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,Negative
"Maybe if we should paying attention to every little thing #DonaldTrump sez....he's not a novelty anymore! 
#GOPDebate #GOPClownCar",Negative
RT @MarkOdum: after @foxnews #Gopdebate @megynkelly made it a mockery last night i look forward to #internationalbeerday,Negative
RT @optibotimus: Know what's funny....the #GOPDebate probably has a better score on rotten tomatoes than #FantasticFour 👍,Positive
RT @pattonoswalt: They're talking about Hilary like she's John Wick. I love it. #GOPDebate,Positive
@realDonaldTrump I view this Buffoon as a schoolyard bully who can't function in a normal society. #GOPDebate,Negative
"RT @SupermanHotMale: Hey Chris Wallace, These guys have a better plan than President Obama? Make the popcorn kids, this is going to be stup…",Negative
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
RT @AmyMek: Thank you @tedcruz for calling out the #Rhino's in the @GOP and supporting #KateSteinle! #GOPDebate,Positive
Definitely in need of a new tax system. #GOPDebates,Negative
RT @lions725: @marcorubio won the #GOPDebate last night!,Positive
"#GOPDebates  #DrBenCarson The man uses his brain to think,not to politically manipulate,I hope he goes far,Id like 2 see/hear more frm him.",Positive
"RT @MzDivah67: From watching the #GOPDebates it seems to me like #BlackLivesDontMatter  Bashing PBO over his ""failed policies"" is more impo…",Negative
"RT @kesgardner: Huckabee: Reagan was ""trust but verify."" Obama, trust and vilify anyone who disagrees. Very strong answer about the Iran de…",Positive
#GOPDebate Am I the only one who noticed that Donald Trump admitted to bribing public officials?,Negative
I'm ONLY watching the #GOPDebates because of #DonaldTrump. He says what we have all been thinking for years. It's time for real change!,Positive
"RT @cat_1012000: Thanks @FoxTV for holding the #GOPDebates Now millions of people KNOW you're no better or balanced then MSN, ABC, CBS... #…",Positive
Perfect #GOPDebate  https://t.co/r5OZZtaeAb,Positive
"RT @JMontanaPOTL: Well stated, Alec. @SenTedCruz owned the #GOPDebate tonight. He always speaks the truth! Always has; always will.  https:…",Positive
RT @tammy_pence: I'm ONLY watching the #GOPDebates because of #DonaldTrump. He says what we have all been thinking for years. It's time for…,Positive
Great job @RandPaul on the #GOPDebate !  I enjoyed listening to u!,Positive
"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",Positive
RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,Negative
RT @SupermanHotMale: This #GopDebates makes me realize we have to raise the standards of who we let our kids listen to.,Negative
"Watching #GOPDebate from last night. Wow Trump on fire first 15mins. Says what he thinks, is this a new popular breed in politics? #corbyn",Positive
"RT @Mariacka: Newsflash, JEB - You won't unite the country with #CommonCore. Please!  LOL! #GOPDebates",Negative
RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
It's hard to pick one I dislike the most. #GOPdebates #clowncar Dems gonna kept the White House,Negative
RT @UnitedCitizen01: #FOXNEWS  #GOPDebates  @BenCarson OWNS this Debate when it comes to SMART,Positive
"RT @deray: Trump is absolutely out of control. Someone, please send the clip of him sharing, ""What am I saying?"" to the moderator. #GOPDeba…",Negative
RT @sassyandcowgirl: WTH @megynkelly Do we really give a damn what @DWStweets lies about. #GOPDebates https://t.co/pY8ydiQkyA,Negative
"RT @ChristIsRisen7: @paulbenedict7 Yes that was ridiculous for @FoxNews to do that.
#GOPDebate",Negative
"Score B+ candidates C- moderators, just full of themselves &amp; their presumed cleverness. Just my take. .#GOPDebate #FOXNEWSDEBATE",Negative
"RT @AlexisinNH: Two debates, one winner: Carly http://t.co/piewA1JCcc #Carly2016 #GOPDebate",Positive
"Watching the primetime #GOPDebate this afternoon, I think @BenCarson2016 was the real winner, quiet but effective",Positive
#GOPDebates Kasich comes across as the most humane rep. on the stage.,Positive
"@ChairmanL I watched the #GOPDebate debate. I know if you say something often enough, it must be true. Gerrymander gerrymander gerrymander.",Negative
1 bright light in last evening #GOPDebates. Hope @CarlyFiorina will soften position on #IranDeal. Optimism instead. https://t.co/3Wz2hAAgk8,Positive
RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Negative
I like senator #GOPDebate #Carson2016,Positive
RT @MediaBoobs: #NSFW Why Donald Trump won last night's #GOPDebate http://t.co/zhtJorprQb,Positive
"#GOPDebate I loved Walker nodding along to Carson's responses. Carson speaks common sense, sadly that is an uncommon trait.",Positive
He was phenomenal! Of course. I knew he would be. 😉 #ImWithHuck #GOPDebate #th2016 #ccot #tcot #teaparty #pjnet https://t.co/OUcmHIyfhz,Positive
"RT @SupermanHotMale: Hey Mike Huckabee, Leave Prostitutes alone, you are one also... #GopDebates",Negative
Trump: ‘I Would’ Shut Down the Gov’t to Defund Planned Parenthood and Obamacare http://t.co/XiwhA8kjf7 Woot! #GOPDebate,Positive
Basically #GOPDebate http://t.co/znxkpFq6y7,Negative
RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…,Positive
RT @shannonrwatts: Gun violence costs Americans $229B annually #GOPDebate #gunsense,Negative
Ben Carson: A vote for me is a vote for #TORTURE! #GOPDebate,Negative
"Hillary got 19 mentions at the #GOPDebate and the middle class got 2. Really, what would they talk about if not her?",Negative
Best anal.  Ysis you will read about last nights debates. #GOPDebate  https://t.co/1BAMWCKIZf,Negative
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
"RT @TheFriddle: I miss the days when conservatives wanted a @GOP Presidential candidate who was, you know, a conservative... #Trump #GOPDeb…",Negative
"@JohnKasich be like: ""If you turn out to be gay I'll still love you even if your daddy @tedcruz doesn't."" #GOPDebate https://t.co/tTBHqIKPM8",Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
Is Megan Kelly asking a troll question? #GOPdebates,Negative
RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates 🇺🇸,Negative
"When @megynkelly says, for t sake of #argument, #LetMePlayTheDevilsAdvocate, she means it &amp; no one does it better. #GOPDebate #KellyFile",Positive
"My response when @megynkelly tried to call @realDonaldTrump a sexist: ""CAN'T STUMP THE TRUMP!"" #GOPDebate",Positive
Great jobs from Mike Huckabee and Donald Trump competing to see who can be the president from Escape From New York tonight. #GOPDebates,Positive
RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,Negative
@ThePaleAlewife I was thinking #IPAday was appropriate because of all the bitterness on stage at the #GOPDebate,Positive
RT @monaeltahawy: I'll tell you the one good thing about #GOPDebates: candidates are tripping over themselves to outdo each other in sexism…,Negative
RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
"@bryboone @tedcruz @FoxNews is ignoring FB feedback on the #GOPDebate on this morning's live programs!  What happened to""fair, balanced?",Negative
"RT @brentalfloss: So Huckabee doesn't like science when it threatens his God, but he does like it when it circuitously leads to pro-life po…",Negative
"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",Positive
"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.",Positive
"RT @SupermanHotMale: One crash of the economy is way more than we want again, no thanks!!! #GopDebates #JEB",Negative
"RT @abbijacobson: Shiiiittt, it's tough to say who is making me more horny. #GOPDebate",Positive
"RT @SiteROI: @GovernorPerry fights back against ""what will you do abt immigration"" Q. Says border is porous, and that must be fixed first. …",Positive
"RT @SupermanHotMale: I lived here in Florida for 8 years under Jeb w bush and I swear, no more... #GopDebates",Negative
RT @SalMasekela: That moment you realize you're watching Fox News and your not in handcuffs. #GOPDebates http://t.co/5L9INki5SF,Negative
#Rubio said he was worried about all the people who can't get in. How about worrying about those born here 4a change #GOPDebate #tcot,Negative
Chris Christie and Lindsey Graham seem to want more power to spy on America.  #GOPDebates,Negative
Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016,Positive
"RT @rumpfshaker: ""I have never gone bankrupt,"" says Trump who has multiple businesses that went thru bankruptcy, screwed creditors out of m…",Negative
Yeah all the candidates are going to repel Obamacare and replace it with something! Go GOP! #GOPDebates,Positive
I hope people aren't so reality tv exposed that they only love that Paul and Christi raised voices.  #GOPDebates,Negative
"RT @JimMerrillNH: John Podhoretz on #GOPDebate says @marcorubio ""Emerges as the Party's Brightest Star""  http://t.co/zJMbDCitz7 #nhpolitics",Positive
RT @ChristianCalls1: TRIVIA:  Who is the only candidate to have proposed cutting spending by a TRILLION dollars during his first year as Pr…,Negative
"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates",Positive
RT @_KingMalcolm: I am pro life unless a cop is involved - GOP candidates #GOPDebates,Negative
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Negative
RT @lovablegold: This got me crying #GOPDebate http://t.co/usfBANcB5f,Positive
“@EricHaywood: The #GOPDebate got my man Ben Carson out there like: http://t.co/NcWnW9JttT”,Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Negative
@DrBradHolland #GOPDebates spot on!,Positive
Marco Rubio debating like a champ. #partyofthefuture #GOPDebate,Positive
"@facebook @instagram do you know how ironic it is that you are censoring @Dreamdefenders for speaking out?
#KKKorGOP #GOPDebate",Negative
Because EVERYTHING he says is a lie. #tcot #GOPDebate #p2 https://t.co/snDQwf6cLC,Negative
"RT @WAGNERGIRLE: .@peddoc63 

@CarlyFiorina KICKED BUTT &amp; looked fabulous while doing it! #FREEDOM #GOPDebate

@FlyoverCulture @LeahR77 @st…",Positive
RT if you got drunk watching the #GOPDebate last night.,Negative
RT @BernieSanders: Still waiting. Will Fox ask if it's appropriate for billionaires to buy elections? #DebateWithBernie #GOPDebate,Negative
#GOPDebates @megynkelly became the Republican version of @CandyCrowley tonight @TomiLahren @slone @CWforA @realDonaldTrump,Negative
These boys imagine themselves in the Oval Office? God help us all. #GOPdebate #debate #houseofcards,Negative
@rhondalevaldo @JohnKasich brought up initiatives but journalist moderators didn't follow up w/ him. @TalkPoverty #GOPDebate,Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Negative
I do have to admit that I am pleasantly surprised at the questions from the moderators. Transgender issues? Unexpected. #GOPdebates,Positive
RT @patriotmom61: It's unconscionable that @FoxNews moderators asked ALL the candidates except Santorum foreign policy&amp; nat sec questions i…,Negative
"Frank Luntz: #GOPDebate ""Great News for Ted Cruz"" https://t.co/lZWVLuBgNq via @YouTube",Positive
RT @scottEweinberg: This thing is longer than two Hobbit movies combined. #GOPDebate,Negative
#GOPDebate: Trump Trumped! http://t.co/zWIN7P0vhH,Negative
"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates",Positive
"Miss the format of CNN/YouTube #presidentialdebate of 07! So fun, informative--bring them back! #GOPDebate #DemDebate http://t.co/6NjA6P36UL",Positive
RT @TheBaxterBean: Nothing says Republican populist fighting for everyday working-man like arriving in your gold-plated 757. #GOPDebate htt…,Negative
RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,Negative
RT @4BillLewis: #Facebook &amp; #Twitter made #GOPDebate interesting #jebbush #realdonaldtrump #marcorubio #scottwalker #JohnKasich #realbencar…,Positive
"The media seem to be leaving out the most disturbing comments Trump made to Megan Kelly where he made a veiled threat to her.
#gopdebate",Negative
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Negative
"After #GOPDebate the world leaders said ""put the bombs away, these guys will destroy America themselves."" #Republicans #notbetter",Negative
RT @LotusTom: FOX news last night revealed themselves to what many of us already knew they were: Bush apologists. #GOPDebate,Negative
Donald Trump gets the award for most entertaining. #GOPDebate,Positive
RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,Negative
Interesting #GOPDebate analysis. @marcorubio clearly excelled as conservative leader we need. Go @TeamMarco! #tcot https://t.co/pve8wuodke,Positive
"RT @sallykohn: Common refrain at #GOPDebate? Blame political correctness for unpopularity of GOP positions -- vs, I dunno, UNPOPULARITY OF …",Negative
RT @SalenaZitoTrib: Thanks @BrucePurple @DaneStrother @ChipFelkel for your input on @OffRoadPolitics on #GOPDebate http://t.co/6OFOA0Hqpa h…,Positive
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Positive
RT @HRC: The fact is @RandPaul has staked out a consistent record against equality. Learn more http://t.co/xHYjH1FJfk #GOPDebate,Negative
"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",Positive
#GOPDebate  looked like fun. Though I think I missed the swimsuit and talent contest rounds. #EveryoneLovesAPrincess http://t.co/oT7dafq8hi,Negative
"RT @RWSurferGirl: I am wondering what Fox is up to with THIS debate -- get rid of Trump, Paul, Cruz, Carson? 🇺🇸 #GOPDebates  #GOPDebate",Negative
RT @annleary: When did it become acceptable to have God be a topic in political debates in this country?  #GOPDebates #shameful,Negative
